,id,name,review_count,categories,rating,bikestation_id
27,FFVXF_4OnzTlWITF2IH5SQ,Maizal RMF,142,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,7a19c49f486d7c0c02b3685d7b240448
28,UC53PBtr2nwO19AGB8Wn4w,Benkei Noodle Shop,174,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
29,fDqJsximTBVus7Zg515eGQ,Superbaba,67,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,7a19c49f486d7c0c02b3685d7b240448
30,oHYOa9l5aLOQpJ8dF6sDmA,Menya Raizo,68,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
31,P8ivaSJ-_FmC01Z_2Npuig,CRAFT Beer Market,508,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
32,7mC73EaD-pi3yyR63ZVn3A,The Cascade Room,228,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
33,NPOkjob3PFlNrvZ-GO3fqQ,The Firewood Café,115,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
34,TCTIoMQySqPqGbktGGtEew,Bier Craft Bistro,204,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
35,Mdf6jiy3qVT-kandi2IUtQ,Martini's,156,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'greek', 'title': 'Greek'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
36,d8ohqCaLAbF9qPN3d93JJQ,Sushi Dragon,91,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
37,JcxSnoXt1q6LdSEgwJsdRQ,Rogue Kitchen & Wetbar,141,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
38,yodp8dWdtD22DFp75nFa9A,Yu Shang Hot Pot,66,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",4.5,7a19c49f486d7c0c02b3685d7b240448
39,qfM6Z2kPIRG0k0EAy4XmSw,Deja Brew,52,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,7a19c49f486d7c0c02b3685d7b240448
40,3sTVFA9wQQT_7RTUj_g1rw,Donair Spot,42,"[{'alias': 'donairs', 'title': 'Donairs'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
41,Mk2ljhV456oyb_dhZ7o1Zw,Xing Fu Tang Canada,149,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
42,b_tRWRrMwOjS4-LXHaSwwg,Pepper Lunch,79,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
43,eHvdupgV0L5sLb4bux6HNw,Pho Xe Lua 24,109,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
44,0xUvtmdisE_Ab3yTe54xYw,Café Gloucester,141,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,7a19c49f486d7c0c02b3685d7b240448
45,9R9yC5Z-5CmYOTDRMyFD7A,Terra Breads,129,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
46,wQMzD2Aw4ve0xzE9B9e1Vw,Simit Bakery,33,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'turkish', 'title': 'Turkish'}]",4.5,7a19c49f486d7c0c02b3685d7b240448
47,0kB2wCl1sFHf3QA7VIqxwA,Lucy's Eastside Diner,335,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.0,7a19c49f486d7c0c02b3685d7b240448
48,8gFXr_yaSpJfb_QUEpiJoA,Nuba - Mount Pleasant,155,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
49,dPO65yVqcXagE8FUbPNruA,Argo Café,82,"[{'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,7a19c49f486d7c0c02b3685d7b240448
50,gt1BSfVFvzI-qHdJ3LUZug,Blue Water Cafe,1015,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
51,NdEPf2Ls5Ql3_nkwjqKvXA,The Flying Pig,1228,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
52,VPqWLp9kMiZEbctCebIZUA,Medina Cafe,2504,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
53,gV9lrbWr1CE1Jl0E58UO2g,Minami,724,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
54,xYDUAD4JGLVnQUB2i8njBA,Rodney's Oyster House,782,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
55,QmkGDL-8zexdKV3Xcn8ZYg,OEB Breakfast Co. Yaletown,629,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
56,A8ab1QjPyC10m9NAKQkliA,Fritz European Fry House,774,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'poutineries', 'title': 'Poutineries'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
57,htvl5L_V-zKN0UvUgP60PQ,Robba da Matti,470,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
58,K1nbiOrySlw_-XG-3NmErQ,Manoush'eh,220,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",5.0,32603a87cfca71d0f7dfa3513bad69d5
59,L4jCuG3S-6kY0FVAyjiLNQ,Nero Waffles,445,"[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
60,LjdbthVdtLYKSi7iVAFl0g,Jam Cafe on Beatty,1267,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
61,Ufhxnrt_OJu4jHfVTP3aRQ,Fanny Bay Oyster Bar & Shellfish Market,679,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
62,_4R46MNkwx9MeOyt0YfNxA,Chambar,1495,"[{'alias': 'belgian', 'title': 'Belgian'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
63,wHTXCWVsx2PYPT21JV-HeQ,Lupo,426,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
64,d9j1BELXo1E8wdEiIQAzKw,Small Victory Bakery,295,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
65,AEyYLMPjnFWybOmD81pufg,The Mexican Antojitos Y Cantina,387,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
66,kZN_-zju67rEQVUSaewRhA,Brix & Mortar,311,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
67,a7YBnJsJUSg5AnfDM9ZmYg,Japadog,785,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
68,as2xQt48ltKKDUQbMCBrMw,Shizen Ya,575,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
69,RIb01mB9pEJ3yeebyHb4XA,Cioppino's Mediterranean Grill,183,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
70,-naJRqkmbos0UeWApfEvtw,The Parlour,448,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
71,NBiBIk83cYjWnFS8QTJWyg,Kaide Sushi,236,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
72,rVuC98hyTNLaxtr5Y8rH9A,Elisa,179,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
73,3ByjrLF8nyArUxvO6vqJCw,Incognito Coffee,135,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,32603a87cfca71d0f7dfa3513bad69d5
74,2rME5YVpz8HlUXmEXuR-ew,The Templeton,508,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
75,VlV2pcklu5HY32F5MhIgIg,Le Petit Belge,328,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'belgian', 'title': 'Belgian'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
76,GSg5v3ZJxmMPrlAXqat8tA,Le Crocodile Restaurant,417,"[{'alias': 'french', 'title': 'French'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
77,mkqiEUO9KZbYtFPaDGxT0w,MeeT in Yaletown,149,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
78,iMtUsHOqitE6Aau59K_XRg,Sushi Jin,137,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
79,kDZTaeUaf78Jd25ktX8a8g,Number e food,134,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,32603a87cfca71d0f7dfa3513bad69d5
80,70D_rxm388HaD2qMTB59xw,Hawksworth Restaurant,611,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
81,UwQyc3prSQp3pnvdSSmlaQ,Tasty Indian Bistro,186,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
82,yRjZg5jkJP6fZDxl15BWQA,Provence Marinaside,346,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,32603a87cfca71d0f7dfa3513bad69d5
83,sGqCaAqgYbUWK8C4sjFBTw,Gyu-Kaku Japanese BBQ,377,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
84,pSburEkD_dG8gIcP39TOog,Marutama Ra-men,245,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
85,vXTo69v2bGEyuBdT0X1hrw,La Taqueria Pinche Taco Shop,506,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
86,agMh6QkfpjAxmu0O5fnNPQ,Linh Cafe,274,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'french', 'title': 'French'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
87,nV-MkqGnkH1fyxuVCs5Jpw,JOEY Burrard,518,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
88,tdcbwxEP8JZfgx1NaRS9-g,Hapa Izakaya,203,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,32603a87cfca71d0f7dfa3513bad69d5
89,yg2s2EA9Lnepuz36N7n_0g,Yaletown Brewing Company,451,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}]",3.0,32603a87cfca71d0f7dfa3513bad69d5
90,DhWNZXfKSlUxMcQQ6EUkMA,The Greek By Anatoli,237,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
91,sPPMSEvhjkWcJUPA9DtX7w,Loving Hut Express,63,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
92,z-1HXkudDPE4bY1TbCwE8Q,La Belle Patate,525,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'poutineries', 'title': 'Poutineries'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
93,Bznl0qYDT-V6DIVkimUBKw,Straight Outta Brooklyn NYC Pizzeria,215,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
94,9Vu9gwCuAn4q9aVZrfIGWw,The Keg Steakhouse + Bar - Yaletown,281,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,32603a87cfca71d0f7dfa3513bad69d5
95,f7Sr6NKUtQYCZZSvYiNvtA,Cactus Club Cafe,204,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",3.5,32603a87cfca71d0f7dfa3513bad69d5
96,4lKygNwoHQNhQrNmsWPn2g,Finch's Tea & Coffee House,408,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
97,_-8ejJfWv0xttOgqU8a0NA,Homer St. Cafe and Bar,335,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",3.5,32603a87cfca71d0f7dfa3513bad69d5
98,3rymK-sN2iuN3R0crSBQVQ,Viet Sub,267,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,32603a87cfca71d0f7dfa3513bad69d5
99,uNgTjA9ADe_6LWby20Af8g,Long Table Distillery,102,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'distilleries', 'title': 'Distilleries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,32603a87cfca71d0f7dfa3513bad69d5
100,LjdbthVdtLYKSi7iVAFl0g,Jam Cafe on Beatty,1267,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
101,_4R46MNkwx9MeOyt0YfNxA,Chambar,1495,"[{'alias': 'belgian', 'title': 'Belgian'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
102,VPqWLp9kMiZEbctCebIZUA,Medina Cafe,2504,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
103,4EV_ZcQmjAmP3pmO-_nb2A,Miku,2051,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
104,Ufhxnrt_OJu4jHfVTP3aRQ,Fanny Bay Oyster Bar & Shellfish Market,679,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
105,5T0vKfIJWP1xTnxA7fJ17w,Meat & Bread,777,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
106,uAROEz8D29elXoNxjnPrkQ,Twisted Fork,1083,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
107,vXTo69v2bGEyuBdT0X1hrw,La Taqueria Pinche Taco Shop,506,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
108,IKWsLkiJLA4YwiIoxnaZaQ,Nuba in Gastown,730,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
109,yeNenSjz_HCqngGFU5d8NQ,Phnom Penh,1497,"[{'alias': 'cambodian', 'title': 'Cambodian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
110,gt1BSfVFvzI-qHdJ3LUZug,Blue Water Cafe,1015,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
111,4lKygNwoHQNhQrNmsWPn2g,Finch's Tea & Coffee House,408,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
112,7Tne8P5zyMpJKfpjQg2P-g,L'Abattoir,566,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
113,ljnjap6GNVMvS1DNzgDOYA,Caveman Cafe,263,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
114,wHTXCWVsx2PYPT21JV-HeQ,Lupo,426,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,6d42fa40360f9a6b2bf641c7b8bb2862
115,a7YBnJsJUSg5AnfDM9ZmYg,Japadog,785,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,6d42fa40360f9a6b2bf641c7b8bb2862
